"","p_cncr5110","p_cncr9580","p_cncr4211","p_cntrl2241","p_cncr6852","p_cncr5544","p_cntrl9937","p_cntrl1122","p_cncr4638","p_cncr2102","p_cncr8112","p_cncr8965","p_cncr1395","p_cncr9847","p_cncr8363","p_cntrl8280","p_cntrl1827","p_cntrl1351","p_cncr6369","p_cncr5171","p_cncr1414","p_cncr2842","p_cncr5302","p_cncr6214","p_cncr4923","p_cntrl9973","p_cntrl4742","p_cntrl6491","p_cntrl7387","p_cncr7481"
"01011000111011111010",570,31789,676,89043,17480,103562,454643,465814,1234,17440,2,11380,6114431,3390,13652,1188159,4368,168601,3074,787,613929,39707,61,59824,95,1323601,77383,20270,2303,199020
"00001000010100100000",29841,330735,826405,16226,64988,14288,337408,281292,992289,5023444,100662,4379,2083,24543,24981,9946,758,65269,14380,95349,3240699,31724,32044,890275,21256,392701,171555,48778,73282,445206
"10110100011001110011",5103,10429,17404,937079,29545,58124,75255,1761,538789,2169,47,1402,338,61,294201,422423,38608443,478503,134234,58106,88379,2921,210,15262,1440,86821,1277754,27405634,307629,380264
"01000111110100001010",36174,899159,263568,7199244,22799,377570,31908,6766,10932,8305304,312626,4684,61834,694661,821491,119855,21306,301748,7713,16753,339025,29598,2001,68482,1056,5577,28073,1179,17734,101283
"00001101101100001101",210326,194736,1619,514913,3300415,4736,19617,45985,61423,449685,66724,278307,32777,223682,222028,4523,1761117,95067,132759,1905,118544,52726,81293,4075670,298942,4855,2766840,235604,2613549,2076399
"00111011111011000011",4298,263554,245718,1474,217,473195,162308,287029,13678062,1061,1,190682,515,7448,207985,8513,1027078,775471,90806,35093,58300,7604,24,1729,33495,281807,1679123,315968,108523,1436136
"10000000001100100101",15687,6440,9611,51714,1215,43753,14090,26465,159326,118686,16311,39254,10676,107727,25740,664611,4445,3047001,1857098,34471,922807,36,27613,371204,2747,5216107,85193,11196,76242,75792
"11011111000100111110",223616,8194179,67304,1074,27735,280,1291,42211,3519,189855,352504,899082,1564144,555597,472031,1362450,33697,7575,49098,19030,232067,81831,7479,1148329,297052,290,3203,143619,104221,888011
"11000110001111111011",907701,1047813,7029726,774107,317046,140032,66336,1930,16709147,2055,246871,515961,236910,1133,49463,76793,8452010,33706,6129973,1181,2078,198,7020,138806,5128,2526,779722,32128,187705,745353
"11110110011101010101",234432,23317,13855,303593,139414,1523313,2680,198573,105845,28260,715,714146,11630,8606,5045,53126,8485,231128,13263,41,44894,78887,43,100049,12311,1106850,46811,143625,7995,37621
"11101000001110111110",22333,18339,978411,57185,387100,127359,272456,1377616,11189607,262858,148612,1751531,32359,5598,102784,434,2140120,52820,6677,644555,349150,637093,29780,108781,454870,4346192,117247,751350,1376,195131
"10111111100001110100",11126,9682,156513,52184,64809,7505,52144,165750,185535,976826,1670,16462,32,16423,9344,5034,22054,18752,15458,8073,196055,98705,101,430,90275,10500176,1875545,15373,1515062,56
"10000000001010111001",374905,12846,22661,6088,47,476,360336,57247,53118,4503,11673,158021,40661,46,150712,195437,163030,416718,5333846,1260530,169675,3413,20333,1316788,10799,17592,6170257,26590,124008,18724
"11010101111111100110",151640,199339,60,239377,146833,1241,5091,8219221,350044,3109,5707,96,98273,5846,4292,65279,2312,1074111,72552,978,38,15466,2,156339,98704,304595,107274,925064,4848,4428
"11001010101001100110",13000,5497,3074,220689,49034,40215,5080,79483,413321,379975,663503,239636,8128,961,638029,13131,8576,3943,55211,7304,40934105,448172,30431,20558,202655,6155,11932,16593838,678140,193436
"11101111100010111110",26354,1587,29979,2978,384,223894,1434,38399,133938,54754,147836,308351,60355,66416,49123,28074,101393,52,8585,16153,24133,44080,9552,716696,5852,191965,80941,29537,8290,7597
"01101101111111110011",163431,301371,375053,3374,164316,4786895,394909,444549,593649,982816,1475,143322,218,46056,7385,7407,133741,103356,3855580,154840,118977,3644,252,72781,272249,4080937,114280,26610,110794,51908
"00011010101101011100",127902,627756,17119,187395,1282,2929,2271487,133384,670,234867,76,11963,191497,13205,256006,2088343,438759,51989,84215,188020,29677,119,120,7818,111970,2305,365987,292882,3228,56764
"10110100011010001110",2023401,59086,214132,2109354,2609776,10517,100,1032160,571003,22661,338459,41762,8253292,7177167,77809,329630,3027248,22808451,1601,16209,52597,9851,18179,108552,54898,1853,25935,13895,8884,10690
"00100000111011000100",243702,3700,16679999,165846,10902,864,69986,427504,6101,1099789,337428,84,1729,946,31317,500634,45224,61671,298711,94957,647347,66994,4289,3465,86542,5557293,799007,23814,710504,10581
"01010110010010011011",51432,24833,141103,7805,3798682,2386,1308,375523,85016,2339,5706,3084728,27547,1557105,27822,1475,739501,408727,6866,75251,850312,74776,3521479,6299,79222,120966,103046,23914,84,22946
"01011000001011001001",12559,11203,4595,185833,36487,259114,9426424,188676,1517,388055,1705,7,2104,11447,1063217,47299,150657,12058,4065,393522,1708,5902,19,26432,2109,515098,197275,307101,1103,146681
"00001001010101000010",83678,53374,240972,2052,73982,164532,952650,100095,1423574,8011,171571,143,749919,41808,7704,263175,84379,438495,1282816,7412,15433,23812,208,388766,111746,8251,92616,213453,34208,4385804
"10100111010001000000",3327,6019364,42220,774116,18986,1990933,140975,72587,56553038,96809,79219,44584,92100,52184,3226088,177,3420,24856,55662,55027,5679850,94408,28172,4934,18944,1954,8742,27229,23893,1257699
"10001100001111010011",13046,29253,99464,571667,96406,14777,33588,55062,1158591,14518,2176758,644363,7744,1200,7962,31858,178667,510858,886093,833684,19289,1440,33061,101067,8313186,12079,763418,6033,4220,6035
"11011000011100110000",5597,259014,181877,1191451,28150,113678,10597,7414,3972,58839,266,55636,144700,30464,51219,107274,169508,2011,423,273936,10139,86729,1236899,2698,184900,112145,34627,3722,1809578,75614
"11111001011100010001",22319,59,7534189,246288,494730,2065056,9057,393129,824,709956,92997,7897,1107,1152292,77231,42428,3272,178,81832,23674,567656,110794,55781,1824173,149565,63740,102,1888129,1097454,79865
"01000001111100100100",1640,2320,53752,2862392,13338535,231897,5990,158206,173893,9277,17035,5543577,34527,33822,1422,155999,1228186,16059,49557256,1169235,11462620,3886701,2013488,550437,78555,13755,2002330,1393034,9009,3207
"01010000100000010111",89297,626518,2200,402796,50082,2502,2354217,192691,14940,216835,65846,740,23890,216596,561,83598,20452,6842,567266,446161,627533,53696,22515568,7273,725917,1146,34510,218540,11204,13815
"01100011101111010000",2235993,44212,767,523368,73105,11144,79203,2187641,646,7181,43044,218173,2452,961966,2266,474309,358554,240049,379123,16275,71601,7283,15637,514,261976,39471,687257,1296,16839,19567
"01001001111010011101",627252,26562,103554,85552,46549,9964,169814,178968,19992,383971,93070,2721,12437,46937,22698,2063262,1282868,4270,263207,3778,20882,7272,469493,24619,132553,3526281,9363,10888,11358785,462932
"10001001100011011010",198734,1877684,76798,562517,8249,14668,264454,569198,17285138,90366,89796,2781651,29318,2399220,2204137,353,77527,315455,2400,21835,472340,771916,818,10226839,836380,1549261,834245,23243,936823,12402
"11011001010010011011",612601,80649,24865,60022,1060,4235016,317287,986626,5509,186873,62,13139,11922,83358,277038,234775,12995,15972,156661,126196,4707,127050,2571144,6984582,5703341,836,13269,2423023,663944,3780
"11100011100110010000",850241,79966,35591,1800,146772,1170,539273,18831,70494,1761,378,14793,33,5948,97308,527449,108986,383447,31698,10863,128127,8928,852413,4959,46692,37335,980,17158,66767,531561
"11010000101111100101",12142,4272,800,7381,151,188,77363,75983,3551049,56969,323,288128,53952,22160193,21025,12981,8134072,56258,552,1083,2837,168126,108,5955,96670,2291329,9791,136265,48946,50
"00111010101000011111",164890,6398566,172,2989,4236,148869,468,17653,2262407,8953104,325634,233535,1615,86753,3548,38600,11707,544430,41783,38375,49236,95287,113030,125809,170090,9576267,3975,2117658,12634,491961
"01100111110000011111",815,30648,4123238,5873,43748,155249,48318,292925,78743,3264,113673,16705,408159,29988757,94342163,928,2808,3620,219949,4411,1059563,4342,22280,6696,7587734,314398,21597,269304,83716,298
"00001001000101110000",7874,4457,36685,11157,4302607,30120,830754,155173,167727,210573,462036,103206,402268,4877286,7081,359,199002,23543,431096,6009,86483,43466,95667,128451,246498,39270,12225,491921,17414,148738
"00110000111010101101",216690,140597,19089,167231,46699,59234,208,8808,205718,34222,154,261308,298177,23477,244244,297129,203833,85343,647413,73311,153,4280,250508,727727,167754,82953,287599,245682,1122623,4500
"01111001000110011101",93525,14419374,12307,444373,117695,17592,24736,39432,5383,13299,70417,80765,598613,2193,23143,38859,4476,289594,12457,15720,147230,337908,22059,50000,9467112,6537,14727,51354,67435,22830
"01011111001101000110",3188222,13586,497,168770,468033,22825,89692,145164,126837,1687,1037,5781,243,4081,16301,660392,2254056,158607,3806,3142284,15838,9202,6,189023,163721,147,2048493,1177093,17654,4006
"10101000110100110010",3253,1679227,3780,1728157,34049,22325,893631,426289,657381,73250,9716,11997,9988,26122,3006413,53549,55524,299143,65502,346,16747,99836,739231,4511832,51587,568168,120726,13713409,261264,2562
"01101110101110011111",333578,2388820,2189888,237218,673680,83732,1215,16323,8509,10566,715834,289972,387812,7887,109916,11184,1256,3469358,2819203,23506,121875,1089,33490,289129,12551342,221363,158062,1986,122170,30704
"10101100100000111001",13084,5902,755029,8848,21584,5682,108746,239783,24502,1928544,48300,6916,9175,55851,112147,11447,17399,501,1965,3154,1803877,1125,37354,23361,8999,448468,221495,26756,13118,37987
"11011001001110100000",17846,1261438,358722,9174,11194,507922,61599,1056329,76,78047,389,1459,75334,3217,6833689,6634,561,5177,402216,8159,5962,50570,147581,1069130,2648282,422309,7883,5500,12633,8614
"10001001001100101000",538631,110674,492137,6190,2937,9324,19724,266337,207434,16465,8557,23451,1395867,22985,325309,384550,72491,1990574,113421,112585,154504,73888,97787,51730,215294,43674,15014,4953,164905,525457
"01001001000101000101",14187,22267,464310,9251,3101808,3388,270,3327,4669,3708242,1975594,110152206,86128,84267,16134,87150,152201,15193348,179082,9586706,101667,25136,28997,6324,231002,1170076,576198,12992,159264,1575
"10110010110000111100",2701,25409,524,1400800,195186,246181,38160,48665,8586,17217,28059,117892,1110867,10378240,42038,815,75757,4831,98893,71928,376608,37964,83404,421991,831048,139726,134548,268987,2530,2071972
"11100110111001010011",41612,2931683,53572,322091,34443,51870,312905,60253,555542,596371,1335199,183383,252117,4676222,40749,121016,1511483,53984,4719395,106278,4406,37288,4972,50385,23984,165586,96714,63508,378,57859
"01100011010100111000",1877523,21295289,66578,366582,19788,1239,533202,360189,296983,32944,51067,39769,14672,3051742,11044,4646,76296,16646,44822,1886379,383871,1952,1034423,1174785,1946366,217,1564,67680,10073,1096081
"11111011001110101001",29651,207700,147349,23558647,4528974,35875,6983638,650803,7788,875666,167450,191362,11509,23770,946375,14776,9272,1299,14576,30381,3522,2954,2016624,3297,13045946,36588,267073,24326,78293,85807
"11100111110100110100",796697,7767171,106085,1363248,171593,1210276,8470,8949,54866,28453,477712,5447,648181,3660500,1490317,2270,60158,4212993,895538,156838,1892,34907,16053,919466,425270,126390,54943,371,14518,62566
"00000110101110100110",1031768,677086,135,6058203,91887,18119,1670463,11478,217,24950,11246,252476,519202,169376,2062312,90397,240,4836,799195,185951,1794,2708257,83097,1359931,1062833,33777,346531,7274,52192,301200
"11011100100001011100",362811,44286,5259,282976,446,20508,130509,27415317,371629,9287,5,1993385,159,132,15018,53141,5584905,963213,459,1408,155887,49,10,25543,46328,320223,203437,652110,458286,41122
"01110000111100010100",524375,805,473687,74509,6736,8782,10648,1488777,5144,30703,116371,126862,838401,5649,137908,554485,51966,15981,86527,836627,4069,37727,346940,3324,28073,52167,1112854,649964,137664,1117745
"00110100111010111110",154441,3788,3118,4671,32973,3515542,12113562,344160,707098,8798,95162,684404,107018,310507,137244,165702,26254,1812145,820527,1052,63991,43577,106270,2763,7073,299126,11685,1095,176671,45139
"00001001010110101011",189956,177612,1409521,13171,13334,475188,21129,3181387,16116,80,450166,49501,3285,17130,40257,1442,29349,25438,1141497,873,34550,9081,393,539851,318353,57674,448,904,14496009,5560
"11011110010111000111",932788,215057,4806,23287,299,1156791,4480,316681,2339568,18830,16,10248,11,116450,7077,9946,515614,732636,18123,1960,18840,93347,3540,7278,4970,5438440,2830483,55747,6247,9969
"11111011010001000010",408161,806972,158633,537,7422,146892,47072,208384,276621,4440,183,459218,15909,62598,1538210,49902,579720,4246,140572,30501,402834,72,5,4937,53617,501926,649097,1369010,1824,64923
"11001110100010101110",60749,9880,1755,463255,107894,143258,21212,402237,57168,586800,17381,46792,34361,4251217,8704,140834,24330,43371,181578,37764,53578,97358,46004,79948,1332337,19140,24246,91138,568696,48204
"00100111100100100111",27529,1234256,1958,722,8537,624547,2959627,411573,95083,242132,32059,965536,651,297109,33062,38850,13716,202859,866,2141167,159985,3593784,344171,450,1518,177362,25531,13681069,136165,1201
"00010001000000100011",29846,82130,537495,110996,19762,237990,15298,74881,10376,9750,12658,565769,776,1960026,64387,10344,943,123139,99088,31251,1675550,133138,248575,5652,516262,445205,24171,2003,317828,1872
"10110001001101100111",22484,710,34271,12209,58939,2259,1541267,24282,16453,5401,112,594,12157,172206,1194,12844,2556672,169387,32836,181,34823,57741,1,99884,490,183523,15607,3383,2012,116325
"01101010111110100100",9715,42237,1307,3990,1039958,1418293,35830,52763,240704,248995,73863,12095,1147180,207451,209624,6862,25997,316824,8937910,374145,186,114371,333333,43303,1188,1288,30300,12000,330756,348782
"10111010101100111100",70375,69841,173,13742,6834,531059,8906,5366,2185,323820,6104,544,153311,5546,435779,16635,12213,2322000,78161,6334,36476,342552,7328015,5427383,1620,334481,1490146,34751,11691,44234
"00011100110110010010",11962,267913,84964,59696,1319051,991924,2327,776903,265998,5650,7097222,17752,105305,58284,14160,2256348,2752,5033,9083,1825421,50998,191964,1908135,793196,2044758,2636760,52999,10040,28346,6993
"10001011110101011100",22413,2390868,2600,626543,3142,604429,31473,18826,18414183,80506,7755381,194964,120891,324730,3519507,2746,345,1681,2248,781999,1890,218210,171915,1243301,11993,2131,934,28850,5958,162048
"11000111101101101111",1706685,52354,1107,788,5874,116167,1649,10927,77186,9592280,1699331,1891,48822,3655,5719,1617138,247,311452,5754810,615659,2245,68205,3383,92232,76470,12488,429407,282477,5409,64489
"11011101011000101001",92,730000,11531,1458637,431228,17939,1549655,80184,1990,6314,242230,33128,8651,24319,152030,2441611,4408,898,2401768,350335,6494,9991,278592,4996,1036,6104,9853,11367960,93973,9199
"01010101011010101010",19149,7060,798093,39364,6216,18351,59139,510756,28836,1140299,162900,13404,37625,3905,558129,921297,136772,235951,1048,43243,376040,31743,4514,25353,86135,23202,1853,250165,206877,25328
"11001101011101010001",1103547,668689,1455831,655,55979,39936,13786,1025005,886280,21574,180044,9865,18595,44394,93712,7546,56813,18863,317703,47099,1078601,320730,1135730,3748737,2271069,143107,24256,10803,801,281026
"00011110100011001000",735541,919,2501,21931,5942,37735,20927892,7913,3518,24299,20,637212,993,4681,4040,4568434,18171,7629,291,198,406,82735,77,3277,10385,4223,31249,24345254,17917,361269
"11101011101010010111",1099,1024225,1212414,1221,154024,404233,49018,357,357267,518012,358416,169835,3050,60,3783,543946,1533,82146,1081,7809,8372,20314107,246568,122512,777882,8557,4936195,960854,120033,4151
"01101111100000010011",1205910,39299,894,52851005,53,2704226,265380,154629,877480,12817,707277,14462,185,615,16376,136045,37523,33699,13597,5022,9867,1321745,40626,433338,858324,704012,2753,52416,105318,13320
"01000100011100010010",1386941,6164,7346,3025,1384866,625567,649368,190413,129046,250948,15948,4321,24586,4229685,917334,1558,121357,381882,282985,3771214,3955,12904,227846,110,1889977,30794,67970,17994,36436,3935153
"01100011011001111110",62954,104647,106113,25522,4404553,8077,18369,811488,91011,113250,1926,511866,2788074,216394,57534,8469,29237,46730,4528,744,2861,389,36806,60797,7674719,5348,20825,2031,157784,36873
"01000110100000111100",112046,1339619,2681963,18863,61257,2186309,494816,2396,70,295980,5259,12719,2545,122673,31687,16339,31972,26714,281,1212,10019,780376,26247,10411,311,447191,5877441,31478,2069090,347342
"11110110111101001000",7973318,3448207,30511,5663,7779,8301,87250,1377851,15762046,498,2101,13045,8857,3206748,13064,4771,17142826,525897,11393,39128,821891,305,323,2824,46235,3771,357000,112111,9921,882
"11111111101011001110",49019,504879,16915,285223,1361,1566,874064,85261,1020642,19097,120,2269,5857,2095,194148,80349,183684,965964,2472,83561,28467,175,2667,1103933,213,638213,683768,42292,5701,8263
"10101110000110000101",120862,80037,6192,1928106,7682,136393,1013,4856513,9455,3888,5074,19742,113,5885,5780,5613,207082,474099,7855,1740,582491,9825,94291,3113,267932,280038,7658,13732,13730053,1021
"11100101111010000010",640239,146297,416526,47510,79766,155211,165993,647,3943,226198,2985013,112,2863,215218,582945,1044,90769,9856,17631428,25718,58378,369599,943209,452768,15325,882686,92494,177370,77113,44946
"01001101111100000100",291746,245271,328282,13492,895193,9837005,37012,193761,17799547,31079,36808,142862,76762,438,169429,1408,363073,85284,307194,5514173,5661,40204,45319,155125,2849,33699,129218,107157,180278,43239
"10001011100100000100",320042,55986,1153673,111794,226307,22548,1213406,13772,446580,55603,1843,2798457,1721728,135275,16,345942,10353,484444,45287803,550039,129,941,155,345287,7926,3860,18694,2118,764398,8540
"11010110010101010100",9605,4846248,2348,39472,5238,28304,6506,3927619,5308963,13785,52,16222,1538,88764,1401,60,3745,75932,7363,1271,108397,177402,6,25781,1135087,187952,116487,162448,111573,74627
"11111110111110111001",552397,2022716,49983,45571,382885,429982,307450,52709,556630,118495,1016394,3693,607361,11686,1210196,22330,11707,88072,60679,593327,2450937,9237,549809,29295,104566,40796,3781,2652,356138,88902
"00010111111010100001",48790,22394,3477,26091,24817,91479,8783,205774,12757917,22631,21062,4251128,28078,52122,168372,10284,4421,66471,20062,1396606,185284,16491,5259,121528,58658,76406,1505,32877,16476,45436
"11111101100000101010",4830,41190,2410369,217366,352829,299464,1227,443250,1108282,183637,858154,2991,21880,26673,32172,23140,159118,75933,18502,158202,77692,22122,167889,215691,28903,51211,34971,569,182360,15333
"11000000011011010110",20439,1022148,1628699,10331,49473,9657,6864,164574,1436,39637,3347,2353826,891,116171,2436837,438201,114208,4986431,489441,19661,178313,150952,223070,37873,9338,26796,86,24970,255431,5751
"01111101000001110111",203346,103952,6645,324649,33370,6493,49352322,3014811,11396,31935,21,150929,21456,50827,233127,361653,350070,61550,388336,42480,37706,9664,1,1823,81,7189453,12100531,22960,8846,4958
"10111000000110110110",99836,46310,994,6090,158033,75260,15960077,1346994,3399545,46283,57446,4626784,108109,174777,286690,15344,36254,692813,494940,198340,17019,9081,181262,866583,8910,7192,366700,9111,5551691,295842
"11010010010111000011",243189,121164,173895,535,161,103787,1397554,257211,20087,6130,7432,30006,2522,421249,142581,25956,501887,985509,89622,122974,6534866,7574,112,17409,421463,159032,6948,104322,35422,51737
"01010011010000110000",321677,203389,39642,60755,8404,164056,134521,181736,234405,1587433,228397,38801,696038,29797405,927978,360,6003,73437,835584,10556,3254145,2739,23371,2239889,52979,1509,32654,120915,1564,117507
"10100000000000110111",1269153,879,38619,117681,181593,204,118922,14927,6660050,352450,11417,20841,146465,1162558,19272,5526,657677,8261,31150,2928,236,33234,10716,2443,563,55236,23427,1295,137003,80294
"10100100011000000101",979,5066336,55924,7021,367890,40877,409,217045,3858827,26197,3369,145019,4410333,153576,2965668,139131,48891,30031,68587,2783,37665,16483,2581,31910,2723212,117453,3106,9384,20262,33424
"11001000000011000011",42400,2613,92264,10164778,235488,29411,172222,280795,38277,8098,244464,4256,154624,5081,3038,42497,153171,1176904,2038505,44491,90309,6970,1368951,13131,2446547,215411,42125,279343,674462,48931597
"01101010011100010010",64354735,611325,43166,1859,76795,437975,219,4081,6222,50142,562563,57359,283641,12885,17649,4824,566288,35284,3600161,459274,9750,40600,11450,237108,27289,483,44159,387,29138,740053
"11010011101000101111",1146498,882039,9798,222,5787,27600,34916,18436914,38281,108137,113669,51543,7730,237192,16186,504530,239899,1021,318396,98770,392190,250282,959,51664,101669,10955,508,80263,142133,957380
"11111001010011000100",287,5725,1658,244311,1973,81425,65204,5281816,37009,111386,337,654,9323,13059,403888,82657,11894348,9126,1430,32703,27384,1083,35,56109,3340,1183689,73394,2118044,6671,3095
"11010110110010101010",1210422,1255279,2656072,1951560,480016,339114,33952,18891,4267999,24429,1238774,7413,18793,13990437,10612,2793,63132,28452,15684,409257,1702,1787,587030,1779223,2275756,2638,104004,87369,3009997,109136
"00011000111110100001",2548,615,111882,267,9881,200859,71544,205725,95,26447,278772,166046,8377,104592,7708,525630,65677,576299,32667,690422,173344,68160,2120546,371638,363872,26531,206450,17032,37730,18157
"01100010110110110010",7693900,6003,1779254,2683,46956,754563,327,425525,10560,7173,171889,69516,439,79905,8593,901261,594310,119839,82958,926570,68473084,2282377,17931,720546,62176,36597,25130,196211,435303,71034
"01000000010101011001",79416,506326,4687,40029,12812235,494261,108316,289993,28115,266652,101355,99178,760964,22309,1004136,98888,197420,6781,43408,26814,5412,1448,583305,469313,1065,4608,208372,12122,72500,288864
"00110001110010011100",644,626,248229,643,479328,6616302,161353,152571,3203,55710,695273,613543,599,41139,12284,7533,511678,39588,6628,154531,421395,113050,472049,2481,311383,3031,323602,2451734,107143,82867
"00111011111101101000",161427,212405,113697,6675,7574,503107,910050,987550,2456717,33975,67,15885,1062,434750,23294,1822,869184,435853,8599,17957,105276,5680,29,30849,235726,7688,351043,21090,4905,1959
"11011011010001011101",40634,1841086,1655,69575,144,53904,36540,72304,138789,299871,15,835,85568,9033072,80671,164995,507282,10563,127968,4378,84420,342800,1565,114704,312814,1373736,192743,25439,708,140752
"11100101111001100101",1846916,1663,1506,53533,126203,5909,673186,305,24394,4717,192439,25,116533,16457,47837,199179,24,2755514,7617786,66094,9128,901,4571,7001,102503,360,127423,1336382,65982,384
"00011010011011111000",24488,23219,226,1474868,274,21813114,1772075,85753,3148220,709,163,16071,2714,580468,17297,370021,2481659,2666,47180,624,89119,1158,66,250041,241899,227026,2551112,668682,9565,19139
"00001111000000010100",466862,30605,202,4864,7622,21484,125493,113028,11223,7148252,26555,13926,540,147717,60108,4763,39548,30023,41972,139701730,559557,790108,7537,449586,492,51800,4313398,8510092,23493,57350
"11011001010000011100",95875,4002,175856,818516,8521,143611,533638,72290,188,7781,6028611,13,14719,8362,1397327,454261,124341,148,17173,2660164,424376,76905,24078,14868,88610,73531,55663,92820,71211,125544
"11110111001000000011",702503,130401,1590,161670,2175,196462,441,1139677,597491,3534,115,9103,1106,633243,137966,98683,182254,291244,1686,232000,7076,4680259,260902,620763,10291,153893,50119,145472,28978,89464
"10101101011111011011",186891,12127,1635,218811,16990,67656,2622,1345632,13848,3061,710830,3403,5460,56222,5432,626,12416,17633,3539692,1791226,326002,4537598,50256,7519,1165550,44165,215172,540799,70904,4845094
"00000000110110010100",6165,116409,3853065,104804,17247,17470,14031,1066590,448,2219068,512510,40935,127043,838,159341,2249,38852,228187,48401,1199,355135,323758,187918,953130,524352,98938,7537,51753,16910,4565422
"00010100110100111100",638454,8752,30568,83058,3148,2116726,4223,4861212,7939675,198743,899,8675,42785,36348,1256,33049,14057,220690,1524710,3175,232237,2100362,753777,151,232985,274,3404133,334490,55231,1230375
"00010110010011110101",271062,378507,3529,200683,1410,518,696023,10139,389451,650,328,84392,70449,2621,7781,61703,44035,134148,78908,21717,54051,3343,1,568,61456,36240,154052,13597,1735,832
"11000001010101110111",990668,6023,184179,69318,16571,185223,1208369,1157,5634,150859,122824,310615,454954,12576228,699975,1788629,11164,686886,89551,407,194055,1231060,166068,8254,219606,5666100,25141,22221,44987,11240
"10111110100010100101",330633,48968,4789,11920,16389,121590,109198,63930,2103,9294,6225,6970815,315105,46720,403612,9414,69368,287646,544009,3057,144459,577,48334,16771,23164,6277,48628,19737,1938,290466
"00111001011010100011",214,48336,18456,1902,37909,14789,62487,2330165,176193,2982,129325,1904,13576,1148457,32162,468,51984,7978,1223487,424073,1483,40836,41517,5283792,7596,272919,4926040,2604,29771,184383
"10110000101100010101",44306,13130,21746994,537690,299813,125070,743942,25370,97315,29929,40294,1047377,54732,28714,2067,1101629,74496,10980,187,679002,6018,56842,49683,7799,551,96814,635240,172772,245115,16357
"01110100001011100110",255371,358918,676,74445,7447,72180,17664,505314,2899071,51956,443,14089,472,1378,961,432,452953,197793,32,14826,4079,17227,624,101,7323,23736,25097,4450354,109,628249
"01001101111110000010",8333,3936,6802,646813,123247,12568,83358,4688916,76312,197717,8126,4019,22519,18920,143864,1913,368778,2422280,206904,3185047,3712,27593,607565,128861,48048,93819,32198,2142423,540391,51278
"00101111100110001111",9708,105947,11284,1907,12473,9692,17676428,64072,902,28897,955620,12342729,137435,156583,54780,100936,972,79076,1645,1433,562568,27952,26151,179693,40218,16442,716343,1079140,251229,189198
"10110110111011010000",1932831,47996,16591,63205,7439,2425294,375343,368574,2098313,10718,6856,8470,5844,17710,152966,5543,191644,14294,314,3237,8615,13663,597,115369,33867,11603,2625302,5045,37840,15708
"10100100001010100101",20718,5015,12068,22183,73839,161468,7933,8138,18878,33680,1103,100197,53801,28266,174,736317,22270,58811,7554,3087,152494,63807,67867,93260,49205,3282,10349,128736,3669,4159991
"11010110010100000011",110266,4692820,96937,165078,126531,98487,12378,6419,625486,196,200111,6354,357975,298661,5556133,171305,2034,4097251,55469,6857284,149313,203475,65439,2043105,995280,60989,66778,27150,80193,744197
"01101001010111011110",16372,10320167,381465,3608924,1401488,11320,9826,15409,3108,49369,362486,8212,240470,174204,4434366,52,251349,23293,541,1009824,6289,11746,47528,213244,746198,46234,106948,165015,386202,61683
"11110110110001111010",60529,893,11385,66933,1404,3176018,579843,3823716,3405240,19660,221,33605,5351,154326,3137811,164964,208779,682359,15068,1961,27706,119,6,722130,1941,71038,1664069,232376,30,18345
"00000011010011000000",154198,616287,28192,286017,71643661,4875632,9422,1101,19171,59835,1642573,790,19101,496187,1970131,4987,178656,174973,647968,24151,620645,579809,717,252589,83732,212,1606,192511,177042,1121191
"11111000111000000000",57584,588430,915575,431311,1332098,2509359,62431,2856260,224,270198,5607935,1741356,21228,633,14674,22879,6294368,21526,126199,1140004,209,55143,83534,1707085,35222,23623,90097,5930120,1273174,12850
"01110000010001010100",646582,3890425,2504,9359,5048,94230,665090,346385,6616,1702,469,170892,64723,12921,13730,485490,813859,190210,3097,497,1854550,1005,393,73968,26565,718079,196059,433359,33099,4913
"10011010010101000000",14800,102661,85311,32847,26393,5861258,201890,238191,172782,11770,3191,57461,196,46300,34570,6377,775585,105280,11765,2744,77968,2633,55,7847,117071,27927,287964,2529,5094,6050
"00001111011000011001",18148,816763,208408,11660,6411,827144,234,270313,245449,179747,45802,2199449,145246,366941,8296,108705,19999,10745,50508,38680,835,69019,531438,439047,162126,18455,784,999336,17068,441569
"10001000110110001110",5618,445001,24457,3035834,36485,181047,1489960,96792,23668,561481,173,12901,27464,27730875,535951,26435,314686,53046,28899,1052,28737,8847,124689,214379,1480,137829,321,294627,55028,2349
"01100100110111001001",618,3291,4590,45527,205,225311,286,3555,154799,1091,19995,32771,2059,5606,271896,72678,13479,44919,4629,5766,52337,230262,2844,7349,112769,731853,141161,265136,340819,7443
"01010001111101001100",917304,5154172,14,2127413,19308,22371,1250005,110230,18700,2230,127,4892,24387,51961,16923,13378,1904,27596,103638,54455,2717,86580,424,14901,177760,11667,3456,264930,5315,50509
"11010000111111111000",60455,30718,52676,435323,457,42861,20720,267176,4534287,158,42,21887,11322,28700,219427,593,121221,534265,363100,12112,7389,1607,5,239357,1102,12960,1489321,3099851,12114,118307
"01110000111111010010",254863,572111,670,37057,570,630231,118407,926935,4646,2276,25,20889,97311,304846,8657,1585154,55571,2582403,152,18219,9508,170,90,8256,1611813,168388,6960299,592339,6640,68139
